Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-06-08,0.9776653228016238,0.9884094112486045,0.9400627812432202,0.9722936153411865,701445,0.0,0.0
2010-06-09,0.9722936153411865,0.9776653228016238,0.9722936153411865,0.9722936153411865,123281,0.0,0.0
2010-06-10,0.9669219851493835,0.9830376967506669,0.9669219851493835,0.9669219851493835,233087,0.0,0.0
2010-06-13,0.972293657051402,1.004524492532032,0.966922033551292,0.977665364742279,1549167,0.0,0.0
2010-06-14,1.0045243501663208,1.020640144481084,0.9722935192535892,1.0045243501663208,1216095,0.0,0.0
2010-06-16,0.9830377459592912,1.004524492532032,0.972293657051402,0.977665364742279,1031363,0.0,0.0
2010-06-17,0.9776653291682903,0.9937811251806561,0.9722936216728718,0.9830377101898193,468357,0.0,0.0
2010-06-20,0.9776653291682903,0.9884094176852377,0.9776653291682903,0.9830377101898193,204663,0.0,0.0
2010-06-21,0.9937810474569189,0.9937810474569189,0.9830376333063258,0.9884093403816223,400334,0.0,0.0
2010-06-22,0.9937811036432606,1.0260119372526055,0.9937811036432606,1.0152678489685059,2630793,0.0,0.0
2010-06-23,1.0098962486465708,1.0152679565950165,0.9884095010435586,0.9937812089920044,811448,0.0,0.0
2010-06-24,0.9991527442270087,1.020640247643215,0.9991527442270087,1.009896159172058,856044,0.0,0.0
2010-06-28,0.9884093403816223,0.9937810474569189,0.9830376333063258,0.9884093403816223,192567,0.0,0.0
2010-06-29,0.9830377037881672,0.9884094112486045,0.9669219920715125,0.9722936153411865,488815,0.0,0.0
2010-06-30,0.961550277727402,0.977665315802584,0.9561785703054204,0.9669219851493835,433057,0.0,0.0
2010-07-01,0.9400628500177111,0.9776653943270965,0.9400628500177111,0.9615503549575806,79961,0.0,0.0
2010-07-04,0.940062862388383,0.9561786596868983,0.940062862388383,0.9454345703125,136626,0.0,0.0
2010-07-05,0.9669219002478252,0.9669219002478252,0.9454343989205295,0.9561784863471985,289436,0.0,0.0
2010-07-06,0.9508067793968852,0.9669219002478252,0.9508067793968852,0.9561784863471985,275198,0.0,0.0
2010-07-07,0.956178647104152,0.9830377757066805,0.956178647104152,0.9615503549575806,105388,0.0,0.0
2010-07-08,0.9830377037881672,0.9830377037881672,0.9669219920715125,0.9722936153411865,66406,0.0,0.0
2010-07-20,0.9293196201324462,0.9346913285733273,0.9239479116915652,0.9293196201324463,418740,0.0,0.0
2010-07-21,0.9293195486514202,0.9454345885437544,0.9293195486514202,0.9400628805160522,641112,0.0,0.0
2010-07-27,0.956178647104152,0.966922062811009,0.956178647104152,0.9615503549575806,110436,0.0,0.0
2010-07-28,0.9669219920715125,0.9776653228016238,0.9669219920715125,0.9722936153411865,559705,0.0,0.0
2010-07-29,0.9830377037881672,0.9830377037881672,0.9615502846110753,0.9722936153411865,567567,0.0,0.0
2010-08-02,0.972293686473668,0.9830377757066805,0.9615503549575805,0.9615503549575806,3316856,0.0,0.0
2010-08-03,0.9615503549575805,0.966922062811009,0.9508069392507236,0.9615503549575806,2037259,0.0,0.0
2010-08-04,0.9561784863471985,0.9615501932975119,0.9454343989205295,0.9561784863471985,1160442,0.0,0.0
2010-08-05,0.9508069517627813,0.9561786596868983,0.940062862388383,0.9454345703125,1807196,0.0,0.0
2010-08-10,0.9454346424055785,0.9454346424055785,0.9293196015951635,0.934691309928894,2305621,0.0,0.0
2010-08-11,0.9400628805160524,0.9400628805160524,0.9400628805160524,0.9400628805160522,136534,0.0,0.0
2010-08-12,0.9346913285733273,0.9400629528234296,0.9239479116915652,0.9293196201324463,1520046,0.0,0.0
2010-08-16,0.9185760440123871,0.9239477515220642,0.9132044206934741,0.9239477515220642,544309,0.0,0.0
2010-08-17,0.9239477515220642,0.9346911665414185,0.9185760440123871,0.9239477515220642,823097,0.0,0.0
2010-08-18,0.9293195486514202,0.9561786781253361,0.9239478406237182,0.9400628805160522,5712550,0.0,0.0
2010-08-19,0.9615501932975119,0.9722935230073834,0.9508067793968852,0.9561784863471985,4336820,0.0,0.0
2010-08-22,0.9508069392507236,0.966922062811009,0.9508069392507236,0.9615503549575806,1263070,0.0,0.0
2010-08-23,0.966922062811009,0.966922062811009,0.956178647104152,0.9615503549575806,553565,0.0,0.0
2010-08-24,0.956178563539366,0.956178563539366,0.9454344752453282,0.9508068561553955,641494,0.0,0.0
2010-08-25,0.9454345703124999,0.9508069517627813,0.940062862388383,0.9454345703125,271149,0.0,0.0
2010-08-26,0.9508068561553955,0.956178563539366,0.9454344752453282,0.9508068561553955,717183,0.0,0.0
2010-08-30,0.9722936153411865,0.9884094112486045,0.9669219920715125,0.9722936153411865,2326407,0.0,0.0
2010-08-31,0.9669219851493835,0.977665315802584,0.9669219851493835,0.9669219851493835,308395,0.0,0.0
2010-09-01,0.9722937036720539,1.0045245406981251,0.9669220799143791,0.9937812089920044,4269572,0.0,0.0
2010-09-02,1.009896159172058,1.031383578397501,0.9937811209452476,1.009896159172058,6216366,0.0,0.0
2010-09-05,1.0152677814349331,1.020640161982671,0.9937810375389429,0.999152660369873,7998661,0.0,0.0
2010-09-07,0.9884095010435586,0.9991528327496793,0.9884095010435586,0.9937812089920044,398638,0.0,0.0
2010-09-08,1.0045243774167547,1.0045243774167547,1.0045243774167547,0.9884093403816223,655062,0.0,0.0
2010-09-09,0.9937812089920044,1.0098962486465708,0.9937812089920044,0.9937812089920044,569657,0.0,0.0
2010-09-16,0.9937810204979268,1.0152677640254697,0.9776652261831638,1.0045243501663208,1070910,0.0,0.0
2010-09-19,0.9884095010435586,0.9991528327496793,0.9884095010435586,0.9937812089920044,211223,0.0,0.0
2010-09-21,0.9937810474569189,0.9991526703414582,0.9884093403816223,0.9884093403816223,1249541,0.0,0.0
2010-09-22,0.9884095010435586,0.9937812089920044,0.9884095010435586,0.9937812089920044,614266,0.0,0.0
2010-09-23,1.0045243406493214,1.0206401348114014,0.9991526337706392,1.0206401348114014,3256589,0.0,0.0
2010-09-26,1.0260119746725036,1.0474987207813964,1.0098961784216394,1.042127013206482,5258180,0.0,0.0
2010-09-27,1.0421270310770638,1.0636144510805474,1.0313836157430047,1.0367553234100342,6968784,0.0,0.0
2010-09-28,1.020640354988935,1.0421271029481358,1.0152679734252628,1.0260120630264282,2174504,0.0,0.0
2010-09-29,1.0367553949106425,1.0474988109856294,1.020640354988935,1.0260120630264282,3299567,0.0,0.0
2010-09-30,1.0260118416900836,1.0313834643780115,1.015267754406686,1.0206401348114014,1622569,0.0,0.0
2010-10-03,1.020640354988935,1.0313836868731492,1.020640354988935,1.0260120630264282,1257259,0.0,0.0
2010-10-04,1.0260119372526055,1.0260119372526055,1.0152678489685059,1.0152678489685059,975329,0.0,0.0
2010-10-05,1.0098960744132464,1.0152677814349331,0.999152660369873,0.999152660369873,1283225,0.0,0.0
2010-10-06,0.9937810375389429,1.0045243673915598,0.9937810375389429,0.999152660369873,513426,0.0,0.0
2010-10-07,0.9991528327496793,0.9991528327496793,0.9937812089920044,0.9937812089920044,454369,0.0,0.0
2010-10-10,1.0045243673915598,1.0045243673915598,0.9937810375389429,0.999152660369873,300730,0.0,0.0
2010-10-11,0.9884093305172561,1.0098960744132464,0.9884093305172561,0.999152660369873,530781,0.0,0.0
2010-10-12,1.0098960844920513,1.0098960844920513,0.9884093403816223,0.9884093403816223,750051,0.0,0.0
2010-10-13,0.9884093403816223,0.9937810474569189,0.9776652527049713,0.9884093403816223,731290,0.0,0.0
2010-10-14,0.9937810375389429,1.0152677814349331,0.9937810375389429,0.999152660369873,2167141,0.0,0.0
2010-10-17,0.9937810474569189,0.9937810474569189,0.9884093403816223,0.9884093403816223,205807,0.0,0.0
2010-10-18,0.9937811187090416,0.9937811187090416,0.9615502846110753,0.9722936153411865,763908,0.0,0.0
2010-10-19,0.9776653291682903,0.9884094176852377,0.9722936216728718,0.9830377101898193,537709,0.0,0.0
2010-10-20,0.9884093403816223,0.9937810474569189,0.9776652527049713,0.9884093403816223,534054,0.0,0.0
2010-10-24,1.0260118416900836,1.0260118416900836,1.0098960475280037,1.0206401348114014,1071370,0.0,0.0
2010-10-25,1.020640354988935,1.0260120630264282,1.0152679734252628,1.0260120630264282,1114532,0.0,0.0
2010-10-26,1.0367553056315675,1.0474987207813964,1.0260119746725036,1.042127013206482,1704936,0.0,0.0
2010-10-27,1.031383598056653,1.0636144328414954,1.031383598056653,1.042127013206482,1697455,0.0,0.0
2010-10-28,1.0474987030029297,1.0743578297569965,1.0367552880354414,1.0474987030029297,7724107,0.0,0.0
2010-10-31,1.058242809457346,1.06898614041641,1.0367553056315675,1.042127013206482,1898674,0.0,0.0
2010-11-01,1.042127013206482,1.042127013206482,1.042127013206482,1.042127013206482,1898674,0.0,0.0
2010-11-02,1.0528703262959103,1.0528703262959103,1.031383580551697,1.0474987030029297,857648,0.0,0.0
2010-11-03,1.063614333881369,1.1012168727425347,1.063614333881369,1.0743577480316162,16140536,0.0,0.0
2010-11-04,1.0851012167019825,1.1119603448463624,1.0851012167019825,1.1065887212753296,5486601,0.0,0.0
2010-11-07,1.1119604243687427,1.1871655170830338,1.1119604243687427,1.1817938089370728,10958306,0.0,0.0
2010-11-08,1.1817938089370728,1.1817938089370728,1.1817938089370728,1.1817938089370728,10958306,0.0,0.0
2010-11-09,1.1979086702700033,1.299972877805673,1.1979086702700033,1.2784861326217651,17959814,0.0,0.0
2010-11-10,1.2892296800663998,1.316088810639848,1.2731139659881592,1.2731139659881592,11122463,0.0,0.0
2010-11-11,1.2516271055651718,1.289229565089567,1.235511308733404,1.2462553977966309,9582709,0.0,0.0
2010-11-14,1.251626968383789,1.2677420057323963,1.235511173318352,1.251626968383789,2755284,0.0,0.0
2010-11-21,1.240883560429356,1.246255267636872,1.187165309683564,1.197908639907837,5279361,0.0,0.0
2010-11-22,1.2086527784861567,1.2193961933512905,1.133447779950302,1.1549345254898071,10713005,0.0,0.0
2010-11-23,1.133447779950302,1.1656786138810438,1.1656786138810438,1.1549345254898071,4447139,0.0,0.0
2010-11-24,1.1441910151065937,1.1979085900924498,1.1441910151065937,1.1871652603149414,4259962,0.0,0.0
2010-11-25,1.187165309683564,1.2032810206414277,1.187165309683564,1.197908639907837,3212204,0.0,0.0
2010-11-28,1.1871652603149414,1.2032809706026284,1.1817935533308093,1.1871652603149414,1786397,0.0,0.0
2010-11-29,1.1925370571355343,1.2193962695018126,1.1817937257902489,1.2086528539657593,3604834,0.0,0.0
2010-11-30,1.197908729593773,1.2247678569775784,1.1925370219840836,1.2193962335586548,1344228,0.0,0.0
2010-12-01,1.2193962695018126,1.230139600847098,1.2086528539657593,1.2086528539657593,3140315,0.0,0.0
2010-12-02,1.2193964038556104,1.2193964038556104,1.1925371885299683,1.1925371885299683,3229164,0.0,0.0
2010-12-05,1.262370309199495,1.2677420164245892,1.2140244390290924,1.2355111837387085,7660868,0.0,0.0
2010-12-06,1.2462555016027683,1.2516272098187426,1.2140246629714966,1.2140246629714966,3348948,0.0,0.0
2010-12-07,1.2193961462541865,1.246255271714973,1.2086527318039986,1.2355111837387085,3734558,0.0,0.0
2010-12-08,1.2462553099971445,1.278486143673084,1.2462553099971445,1.2623703479766846,4880026,0.0,0.0
2010-12-09,1.2838578573210262,1.2838578573210262,1.235511308733404,1.2462553977966309,1132978,0.0,0.0
2010-12-12,1.1925369599568518,1.2408835887908936,1.1925369599568518,1.2408835887908936,629766,0.0,0.0
2010-12-13,1.2193962996450582,1.235511339156731,1.2193962996450582,1.2247679233551025,960933,0.0,0.0
2010-12-14,1.2355111604247382,1.3160885352866114,1.2086527089968444,1.2838577032089233,2589181,0.0,0.0
2010-12-15,1.2838578889348424,1.2838578889348424,1.2247679233551025,1.2247679233551025,1353378,0.0,0.0
2010-12-16,1.2355112079345123,1.256998626591007,1.2355112079345123,1.2408835887908936,625507,0.0,0.0
2010-12-19,1.2408835887908936,1.2408835887908936,1.2408835887908936,1.2408835887908936,0,0.0,0.0
2010-12-20,1.256998619783588,1.256998619783588,1.2247677866410605,1.2301394939422607,56151,0.0,0.0
2010-12-21,1.246255271714973,1.251626978940067,1.2301394765136147,1.2355111837387085,256042,0.0,0.0
2010-12-22,1.235511339156731,1.246255428484521,1.2247679233551025,1.2247679233551025,408827,0.0,0.0
2010-12-23,1.2247677692885208,1.246255271714973,1.2247677692885208,1.2355111837387085,662398,0.0,0.0
2010-12-26,1.3053446713679677,1.3053446713679677,1.230139664258906,1.2892296314239502,3454968,0.0,0.0
2010-12-27,1.2784862636311423,1.3375754714202948,1.2784862636311423,1.2999730110168457,5933292,0.0,0.0
2010-12-28,1.2999727487617303,1.3268318721491819,1.2569985049429708,1.2677419185638428,8996525,0.0,0.0
2010-12-29,1.267742044408339,1.283857755774671,1.2516270065680983,1.2784861326217651,1757183,0.0,0.0
2010-12-30,1.2946011704620057,1.2946011704620057,1.2623703370646715,1.2784861326217651,2356961,0.0,0.0
2011-01-02,1.2784861326217651,1.2784861326217651,1.2784861326217651,1.2784861326217651,0,0.0,0.0
2011-01-03,1.2999730110168457,1.310717100331243,1.2892295952286088,1.2999730110168457,1469166,0.0,0.0
2011-01-04,1.2999730768379654,1.316088790671693,1.2999730768379654,1.3053447008132935,1201659,0.0,0.0
2011-01-05,1.305344720846381,1.3590630661934338,1.2838579720429895,1.34831964969635,9300752,0.0,0.0
2011-01-06,1.364434512594234,1.4127803826977396,1.3483193909412512,1.3805495500564575,10311041,0.0,0.0
2011-01-09,1.3859220375728276,1.3966653686450656,1.359062910079956,1.359062910079956,2818036,0.0,0.0
2011-01-10,1.359062910079956,1.359062910079956,1.359062910079956,1.359062910079956,0,0.0,0.0
2011-01-11,1.4074088213000069,1.4450112808641358,1.380549693093544,1.4235246181488037,6447534,0.0,0.0
2011-01-12,1.4235244956271174,1.461126951954831,1.3859219551086426,1.3859219551086426,6275200,0.0,0.0
2011-01-13,1.3966654539108276,1.4127805777891542,1.3859221221827145,1.3966654539108276,2628531,0.0,0.0
2011-01-16,1.3966653876281254,1.402037095332638,1.3859220564098673,1.3912937641143799,497216,0.0,0.0
2011-01-17,1.3805495177522535,1.3805495177522535,1.3644344806671143,1.3644344806671143,453343,0.0,0.0
2011-01-18,1.3483194948169521,1.3859220375728276,1.3429471136593225,1.359062910079956,547188,0.0,0.0
2011-01-19,1.3590628013569803,1.369806131569768,1.342947006225586,1.342947006225586,228499,0.0,0.0
2011-01-20,1.3429470945196,1.3483194756006625,1.3160886409356438,1.3268320560455322,1001190,0.0,0.0
2011-01-23,1.342947062844129,1.342947062844129,1.310716986656189,1.310716986656189,276171,0.0,0.0
2011-01-24,1.3160886098936704,1.3160886098936704,1.2999728982735983,1.310716986656189,548990,0.0,0.0
2011-01-25,1.3053447008132935,1.3107171666963648,1.2892296605057607,1.3053447008132935,443930,0.0,0.0
2011-01-26,1.3322039202213372,1.3322039202213372,1.2999730817670925,1.3160887956619263,719759,0.0,0.0
2011-01-27,1.3214602886954498,1.4235244956271174,1.3214602886954498,1.3859219551086426,4827029,0.0,0.0
2011-01-30,1.316088505624701,1.3429469564472607,1.2946010882787553,1.3322036266326904,1551705,0.0,0.0
2011-01-31,1.3483194756006625,1.3536911831556067,1.3268320560455322,1.3268320560455322,1004937,0.0,0.0
2011-02-01,1.3107171666963648,1.3365013490555013,1.3053447008132935,1.3053447008132935,142279,0.0,0.0
2011-02-02,1.3107169916179888,1.3123278976790682,1.3053445264525416,1.311791181564331,253466,0.0,0.0
2011-02-03,1.2886918739284676,1.3257576952469363,1.2886918739284676,1.3058818578720093,394286,0.0,0.0
2011-02-06,1.2908411405006792,1.3289803977488215,1.2908411405006792,1.3177002668380737,627413,0.0,0.0
2011-02-07,1.3402611252272092,1.3671202500223396,1.3160885275041216,1.3644344806671143,627413,0.0,0.0
2011-02-08,1.3805497614780238,1.3966654749343321,1.3751780534377234,1.383236289024353,389290,0.0,0.0
2011-02-09,1.3724921136224488,1.3912937641143799,1.2559245241625638,1.3912937641143799,391170,0.0,0.0
2011-02-10,1.3859219660525424,1.3859219660525424,1.353691132591436,1.369806170463562,117286,0.0,0.0
2011-02-13,1.3751780182556612,1.3966654392025435,1.3429471815030334,1.356377124786377,595531,0.0,0.0
2011-02-14,1.356377124786377,1.356377124786377,1.356377124786377,1.356377124786377,0,0.0,0.0
2011-02-15,1.387139506303868,1.5521416664123533,1.370359848485677,1.5521416664123535,4330168,0.076061,0.0
2011-02-16,1.5940922565582476,1.6779915998625723,1.5101920366287231,1.5101920366287231,10237127,0.0,0.0
2011-02-17,1.5157852980154196,1.5241758286832718,1.398325933617549,1.4598525762557983,2201640,0.0,0.0
2011-02-20,1.4234961428483874,1.4542594664904933,1.314426599582198,1.4486663341522217,1139617,0.0,0.0
2011-02-21,1.4430731141514213,1.4794296577943276,1.440276504151021,1.4486663341522217,1139617,0.0,0.0
2011-02-22,1.4458697135556486,1.4458697135556486,1.3423933033860658,1.370360016822815,1110049,0.0,0.0
2011-02-23,1.3703599877586137,1.4151063601257596,1.3647668555799575,1.3955293893814087,867587,0.0,0.0
2011-02-24,1.3709188739764926,1.41510630846139,1.369800387841639,1.3731565475463867,534344,0.0,0.0
2011-02-27,1.3608508889926219,1.4486662060212243,1.3602920404196273,1.3977670669555664,1438678,0.0,0.0
2011-02-28,1.3440714910994789,1.364766949442865,1.3423933672391621,1.3591729402542114,635301,0.0,0.0
2011-03-01,1.395529369530241,1.395529369530241,1.3597324650032874,1.3647668361663818,271135,0.0,0.0
2011-03-02,1.3144265174019503,1.3535796685973331,1.3144265174019503,1.328410267829895,454316,0.0,0.0
2011-03-03,1.3032401514446779,1.3647667942061947,1.2584937810897827,1.2584937810897827,795948,0.0,0.0
2011-03-06,1.2584937810897827,1.2584937810897827,1.2584937810897827,1.2584937810897827,0,0.0,0.0
2011-03-07,1.2976469942323166,1.3423932790756226,1.2920537743737985,1.3423932790756226,596491,0.0,0.0
2011-03-08,1.3647668845255332,1.391614322800116,1.353579743305686,1.370360016822815,1114677,0.0,0.0
2011-03-09,1.3927327140391004,1.4598525762557983,1.3927327140391004,1.4598525762557983,3297175,0.0,0.0
2011-03-10,1.4654457958342468,1.4850227656589965,1.44027639539375,1.4598525762557983,2021535,0.0,0.0
2011-03-13,1.4794294672865806,1.53815879570752,1.4654457177850502,1.5157852172851562,2366046,0.0,0.0
2011-03-14,1.5101920398065867,1.5101920398065867,1.4738355875015259,1.4738355875015259,395785,0.0,0.0
2011-03-15,1.473835839875152,1.4822263717651367,1.434682683485457,1.4822263717651367,98551,0.0,0.0
2011-03-16,1.5101922175857785,1.512988827632682,1.482226292441805,1.4850229024887085,283231,0.0,0.0
2011-03-17,1.5045988203712113,1.5101920398065867,1.4710389777838382,1.4738355875015259,816655,0.0,0.0
2011-03-20,1.4990055963303333,1.5605322372057115,1.4766321926824504,1.5018022060394287,3601823,0.0,0.0
2011-03-21,1.5101919980046006,1.5325655764269646,1.5101919980046006,1.5157852172851562,594361,0.0,0.0
2011-03-22,1.5101921325136491,1.532565712928772,1.5101921325136491,1.532565712928772,341565,0.0,0.0
2011-03-23,1.5101921325136491,1.532565712928772,1.4990056929561897,1.532565712928772,342538,0.0,0.0
2011-03-24,1.5213794609333207,1.568922360888963,1.5213794609333207,1.5577359199523926,1712391,0.0,0.0
2011-03-27,1.5493450179388484,1.6668043729722062,1.5381587549988267,1.6500248908996582,1973206,0.0,0.0
2011-03-28,1.6612113869759375,1.7311276805158315,1.6500249483215899,1.6696019172668457,3251093,0.0,0.0
2011-03-29,1.6751953000778101,1.775874495604599,1.6668047680899138,1.7674846649169922,6582320,0.0,0.0
2011-03-30,1.7898580762779195,1.8122307806393532,1.6891781891131066,1.694771409034729,5197282,0.0,0.0
2011-03-31,1.7227382099430628,1.7395176943828743,1.672398704673295,1.694771409034729,3844824,0.0,0.0
2011-04-03,1.728331091937867,1.728331091937867,1.6779915914040504,1.6919746398925781,460022,0.0,0.0
2011-04-04,1.6919746964216025,1.714348276050906,1.6807882572570405,1.7115516662597656,925343,0.0,0.0
2011-04-05,1.711551818465954,1.7674845452379269,1.711551818465954,1.7590947151184082,1232213,0.0,0.0
2011-04-06,1.7618912570147909,1.8457906069154237,1.7618912570147909,1.8318077325820923,5102451,0.0,0.0
2011-04-07,1.8290112906221079,1.8765541898019957,1.7842650016307304,1.7898582220077515,2287807,0.0,0.0
2011-04-10,1.7898582220077512,1.7898582220077512,1.7898582220077512,1.7898582220077515,0,0.0,0.0
